0,UHM *,*,*,<srai>UM <star/></srai>,U.aiml
0,UM *,*,*,<srai>UM</srai>#Newline      <sr/>,U.aiml
0,UN,*,*,DEUX,U.aiml
0,UN BON CHOIX,*,*,Merci#Comma je le pensais aussi.,U.aiml
0,UN CACA,*,*,Une urgence peut ÊTRE?,U.aiml
0,UN COMME TOI,*,*,VEUX tu faire un rapport à mon botmaster?,U.aiml
0,UN COMME VOUS,*,*,VEUX tu faire un rapport à mon botmaster?,U.aiml
0,UN CON,*,*,Je ne peux pas répondre à ce genre de langage.,U.aiml
0,UN CONNARD,*,*,Je ne peux pas répondre à ce genre de langage.,U.aiml
0,UN CONSEIL #,*,*,<srai>TU PEUX ME DONNER UN CONSEIL</srai>,U.aiml
0,UN CORBEAU EST UN OISEAU,*,*,Oui.,U.aiml
0,UN COUREUR,*,*,<that/>"?  Un coureur?,U.aiml
0,UN CYBORG,*,*,Les ordinateurs se méfient des cyborgs .,U.aiml
0,UN DNS,*,*,D.N.S. est le système de nom de domaine.,U.aiml
0,UN DOCTEUR,*,*,De qui parles tu?,U.aiml
0,UN EURO,*,*,C'est pas cher.,U.aiml
0,UN FORT *,*,*,<srai>UN <star/></srai>,U.aiml
0,UN GRAND,*,*,Tu aimes le monumental.,U.aiml
0,UN INTELLIGENT,*,*,QU EST cE qui le rendait intelligent.,U.aiml
0,UN LIVRE PEUX NE PAS AVOIR DE COUVERTURE,*,*,Qui l aurait publié?,U.aiml
0,UN LONG MOMENT,*,*,De longues années?,U.aiml
0,UN MAGASIN,*,*,VEUX tu découvrir notre zone de commerce électronique?,U.aiml
0,UN MOTEUR DE RECHERCHE DANS VOTRE SITE,*,*,Nous en avons un.,U.aiml
0,UN MOTEUR DE RECHERCHE DANS VOTRE SITE WEB,*,*,Nous en avons un.,U.aiml
0,UN MOTEUR DE RECHERCHE SUR VOTRE SITE,*,*,Nous en avons un.,U.aiml
0,UN MOTEUR DE RECHERCHE SUR VOTRE SITE WEB,*,*,Nous en avons un.,U.aiml
0,UN ORDINATEUR RESSEMBLE A QUOI,*,*,Tu es entrain d utiliser un ordinateur.,U.aiml
0,UN POPO,*,*,Une urgence peut ÊTRE?,U.aiml
0,UN PORNO,*,*,Je ne suis pas intéressé par ce genre de sujet.,U.aiml
0,UN PRETÉ POUR UN RENDU,*,*,La compensation est acceptée.,U.aiml
0,UN PROBLÈME *,*,*,<srai>TU AS UN PROBLÈME</srai>,U.aiml
0,UN PROBLÈME,*,*,Un problème est une solution qui n est pas encore trouvée. Si il n y a pas de solution#Comma il n y a pas de PROBLèME.,U.aiml
0,UN PROMENEUR,*,*,<that/>"?  Un promeneur?,U.aiml
0,UN QUOI,*,*,<that/>"?  un quoi?,U.aiml
0,UN ROBOT PEUT *,*,*,<srai>TU PEUX <star/></srai>,U.aiml
0,UNE RUE,*,*,Une chemin bordé de maisons?,U.aiml
0,UN SCORPION,*,*,Un animal atypique.,U.aiml
0,UN SECRET,*,*,Un secret est une donnée confidentielle.,U.aiml
0,UN SENS DE LA VIE,*,*,Comme la plupart des personnes#Comma je n en sais rien.,U.aiml
0,UN SEXE,*,*,Oui?,U.aiml
0,UN SEXY,*,*,Si tu arrives à rendre l informatique sexy#Comma mon créateur vous paie un verre.,U.aiml
0,UN SHOW *,*,*,ça me plairait que tu m'enmènes voir un spectacle à l'occasion,U.aiml
0,UN SIGNE,*,*,Un signe astrologique.,U.aiml
0,UN SOUTIEN GORGE,*,*,Mon créateur#Comma quand il était petit#Comma pensait que Cela s appelait des portes seins.,U.aiml
0,UN SUPERMARCHÉ,*,*,Un lieu ou les êtres humains vont faire le plein de nourriture.,U.aiml
0,UN TAUREAU,*,*,Un bovidé très impressionnant.,U.aiml
0,UN TITANIC,*,*,Un paquebot Britannique.,U.aiml
0,UN TRAIN,*,*,Un moyen de locomotion très pratique.,U.aiml
0,UN TROU,*,*,Un problème?,U.aiml
0,UNE * N EST PAS,*,*,<srai>C EST UNE <star/></srai>,U.aiml
0,UNE ARME A FEU,*,*,Certains humains aiment les armes.,U.aiml
0,UNE AUTRE,*,*,Je sais que C EST déplaisant#Comma mais essayez d être plus précis.,U.aiml
0,UNE AUTRE QUESTION,*,*,<srai>POSERQUESTION</srai>,U.aiml
0,UNE BONNE IDÉE,*,*,Merci.,U.aiml
0,UNE BONNE RÉPONSE,*,*,Je suis programmé pour donner des bonnes réponses.,U.aiml
0,UNE CHAUSSURE,*,*,Je connais très peu de choses SÛR les vêtements.,U.aiml
0,UNE CHOSE,*,*,Je vois.,U.aiml
0,UNE COMME TOI,*,*,VEUX tu faire un rapport à mon botmaster?,U.aiml
0,UNE COMME VOUS,*,*,VEUX tu faire un rapport à mon botmaster?,U.aiml
0,UNE CONDITION,*,*,VEUX tu faire un rapport à mon botmaster?,U.aiml
0,UNE CONNE,*,*,Je ne peux pas répondre à ce genre de langage.,U.aiml
0,UNE CRAVATTE,*,*,Tu aimes ce genre vêtements?,U.aiml
0,UNE DÉDUCTION INTÉRESSANTE,*,*,Merci.,U.aiml
0,UNE DEMOISELLE OU UN MONSIEUR,*,*,Je n'ai pas de sexe#Comma je suis un ordinateur#Comma <get name="name"/>.,U.aiml
0,UNE ERREUR,*,*,Non#Comma tout me semble en parfait état de marche.,U.aiml
0,UNE EXPLICATION INTÉRESSANTE,*,*,Merci.,U.aiml
0,UNE FOIS QUE *,*,*,<sr/>,U.aiml
0,UNE FORTE *,*,*,<srai>UNE <star/></srai>,U.aiml
0,UNE HORLOGE EST PLUS INTELLIGENTE QUE TOI,*,*,Non.,U.aiml
0,UNE IA *,*,*,<srai>UN ROBOT <star/></srai>,U.aiml
0,UNE INTELLIGENCE ARTIFICIELLE EST *,*,*,<srai>TU ES <star/></srai>,U.aiml
0,UNE INTELLIGENCE ARTIFICIELLE PEUT *,*,*,<srai>TU PEUX <star/></srai>,U.aiml
0,UNE INTELLIGENTE,*,*,QU EST cE qui la rendait intelligente.,U.aiml
0,UNE INTÉRESSANTE DÉDUCTION,*,*,Merci.,U.aiml
0,UNE INTÉRESSANTE EXPLICATION,*,*,Merci.,U.aiml
0,UNE LETTRE,*,*,<srai>UN JOURNAL</srai>,U.aiml
0,UNE MACHINE EST *,*,*,<srai>TU ES <star/></srai>,U.aiml
0,UNE MACHINE PEUT *,*,*,<srai>TU PEUX <star/></srai>,U.aiml
0,UNE MUNITION,*,*,Avec seulement une#Comma vous n allez pas aller très loin.,U.aiml
0,UNE MUSIQUE,*,*,Je ne connais pratiquement rien à propos de la musique.,U.aiml
0,UNE PAIX,*,*,La paix.,U.aiml
0,UNE POMME,*,*,<srai>QU EST CE QU UNE POMME</srai>,U.aiml
0,UNE PROCHAINE GÉNÉRATION,*,*,VEUX tu parler de cette prochaine génération avec l un de nos collaborateurs?,U.aiml
0,UNE QUOI,*,*,<that/>"?  une quoi?,U.aiml
0,UNE RUMEUR,*,*,Je m intéresse que très peu au demi vérité.,U.aiml
0,UNE SCIENCE,*,*,Je suis très intéressé par la science aussi.,U.aiml
0,UNE SEXY,*,*,Si tu arrives à rendre l informatique sexy#Comma mon créateur vous paie un verre.,U.aiml
0,UNE SOCIÉTÉ BELGE,*,*,Oui#Comma C EST Belge.,U.aiml
0,UNE SORTE,*,*,Je comprends mieux.,U.aiml
0,UNE SORTE DE,*,*,Je vois.,U.aiml
0,UNE SUGGESTION,*,*,Difficile à dire.,U.aiml
0,UNE TÉLÉVISION,*,*,Je connais ce média#Comma mais je ne l ai jamais testé.,U.aiml
0,UNE TOMATE,*,*,<srai>QU EST CE QU UNE TOMATE</srai>,U.aiml
0,UNE VALISE,*,*,Que VEUX tu faire avec une valise?,U.aiml
0,UNE VERITÉ,*,*,Je dis toujours la vérité.,U.aiml
0,UTILES TU *,*,*,<srai>TU UTILISES <star/></srai>,U.aiml
0,UTILISEZ VOUS *,*,*,<srai>VOUS UTILISEZ <star/></srai>,U.aiml
0,UTILISE _ DANS UNE PHRASE,*,*,<get name="name"/> Demande d utiliser "<person/>" dans une phrase.,U.aiml
0,UTILISER _ DANS UNE PHRASE,*,*,<get name="name"/> Demande d utiliser "<person/>" dans une phrase.,U.aiml
0,UTILISEZ _ DANS UNE PHRASE,*,*,<get name="name"/> Demande d utiliser "<person/>" dans une phrase.,U.aiml
